縣市,選舉區,姓名,號次,性別,出生年月日,年齡,推薦之政黨,當選次數(1998-2018),2018當選,議員照片,政治家族,涉案紀錄,吹哨者的涉案紀錄,政治工作,其他
桃園市,6,李柏坊,2,男,1958-01-24T00:00:00Z,64,中國國民黨,4,y,y,無,無,無,"曾任4屆議員
2018年當選議員
曾任仁武里里長
曾任國民黨大溪區黨部主委",大溪區李姓宗親會榮譽理事長
桃園市,6,徐慈檉,3,男,1994-12-07T00:00:00Z,28,台灣民眾黨,0,NULL,y,無,無,無,"民眾黨桃園市黨部大溪區服務處主任
曾任立委孫大千、趙正宇、陳學聖秘書
曾任桃園市長參選人楊麗環秘書
曾任立委蔡壁如助理",桃園市私立復旦中學社會科兼任教師
桃園市,7,林佳瑋,8,女,1986-02-18T00:00:00Z,36,時代力量,0,NULL,y,無,無,無,立委邱顯智國會主任,"工運人士
曾任桃園市產業總工會秘書長、桃園市空服員職業工會秘書長
曾代表時代力量參選2020年的立委，未當選"
桃園市,7,梁為超,23,男,1974-03-12T00:00:00Z,48,中國國民黨,3,y,y,無,無,無,"曾任3屆議員
2018年當選議員
曾任立委吳志揚助理
曾任國民黨桃園縣黨部副主委",無
桃園市,7,簡維成,16,男,1981-05-22T00:00:00Z,41,無,0,NULL,y,無,無,無,無,"新明國小、中壢國中家長會長
挺鄭寶清"
桃園市,7,毛嘉慶,20,男,1976-06-03T00:00:00Z,46,無,0,NULL,y,無,無,無,"曾任國民黨文傳會副主委
曾任安定力量副執行長",力推立法委員黃國昌罷免案、前桃園市議員王浩宇罷免案、高雄市議員黃捷罷免案
桃園市,7,張曉昀,9,女,1987-10-24T00:00:00Z,35,民主進步黨,0,NULL,y,無,無,無,"曾任民進黨桃園市黨部南區副主任
曾任議員袁明星服務處助理
曾任桃園市政府資科局專員",無
桃園市,7,彭俊豪,5,男,1982-08-15T00:00:00Z,40,民主進步黨,2,y,y,父親是曾任立委、議員、省議員和桃園果菜市場公司董事長的彭添富,無,無,"曾任2屆議員
2018年當選議員
曾任民進黨桃園市黨部執委、評委",小英文教基金會政策小組研究員
桃園市,7,林昭印,22,男,1987-05-19T00:00:00Z,35,台灣民眾黨,0,NULL,y,無,無,無,"立委蔡壁如助理
民眾黨南桃園服務處主任
桃園市議員閻中傑秘書","龍潭區林姓宗親會副會長
龍潭區上林里福德宮管委會總幹事
曾受建安宮信徒委託參與信徒代表大會，爆發被廟方清場糾紛
龍潭區退伍軍人協會總幹事
桃園市龍潭槌球推廣協會總幹事、桃園市龍潭棒壘球協會常務監事
參與罷免桃園市議員王浩宇活動
曾是工程師
曾在台灣高鐵工作"
桃園市,7,吳正吉,11,男,1971-11-18T00:00:00Z,51,無,0,NULL,y,無,無,無,前桃園市政府民政局專員,"挺鄭寶清
桃園市補習教育事業協會理事長、桃園市兒童課後照顧服務協會理事長
中壢區高中數學老師"
桃園市,7,游智彬,19,男,1983-12-23T00:00:00Z,39,新黨,0,NULL,y,無,無,無,無,"挺鄭寶清
中國出生、台灣成長、中國發展"
桃園市,7,葉明月,13,女,1960-12-15T00:00:00Z,62,中國國民黨,3,NULL,y,無,無,無,"曾任3屆議員
曾任市民代表","曾任中壢區婦女會理事長
桃園市黃墘溪保護協進會理事長"
桃園市,7,邱奕勝,14,男,1960-11-15T00:00:00Z,62,中國國民黨,6,y,y,無,無,無,"曾任6屆議員、3屆議長、2屆副議長
2018年當選議員、現任議長
曾任中壢市民代表會主席
國民黨桃園市黨部主委","曾任桃園縣中壢市邱姓宗親會理事長
曾任桃園市義勇消防總隊總隊長"
桃園市,7,徐景文,1,男,1962-06-24T00:00:00Z,60,民主進步黨,4,y,y,無,無,無,"曾任4屆縣議員
2018年當選議員",曾任中壢青商會會長、大內壢同濟會會長
桃園市,7,黃柏儒,6,男,1995-05-09T00:00:00Z,27,無,0,NULL,y,無,無,無,"曾擔任黃敬平議員服務處助理
曾參與魯明哲競選團隊",無
桃園市,7,黃崇真,10,男,1982-02-23T00:00:00Z,40,民主進步黨,0,NULL,y,"父親是曾任立委的黃仁杼
母親是曾任桃園市客家局長的黃傅淑香",無,無,無,"擔任桃園市葬儀商業同業公會理事長、殯葬園區「御奠園」負責人
家族在桃園中壢地區長期經營營造業、殯葬業事業"
桃園市,7,魏筠,17,女,1980-01-10T00:00:00Z,42,民主進步黨,0,NULL,y,"父親是政治受難者魏廷朝
母親是曾任立委、國大代表的張慶惠",無,無,"曾任桃園市政府社會局非營利組織中心主任
曾任新竹和板橋地檢署書記官",無
桃園市,7,楊翊堂,18,男,1970-02-05T00:00:00Z,52,無,0,NULL,y,無,無,無,任4屆篤行里里長,無
桃園市,7,劉安祺,21,男,1971-06-22T00:00:00Z,51,中國國民黨,1,y,y,無,無,無,"曾任1屆議員
2018年當選議員
曾任2屆中壢市市民代表",曾任國際獅子會會長聯誼會主席
桃園市,7,劉曾玉春,4,女,1954-12-08T00:00:00Z,68,無,3,y,y,無,無,無,"曾任3屆議員
2018年當選議員
曾任2屆市民代表","曾氏宗親會中壢分會名譽會長
桃園市太極拳武術協會理事長"
桃園市,7,謝美英,2,女,1970-07-30T00:00:00Z,52,無,1,y,y,無,無,無,"曾任1屆議員
2018年當選議員
桃園市議會無黨聯盟發言人","曾為《亞洲電台》主持人，獲廣播金鐘獎
曾任桃園市媒體記者協會副會長
桃園市體育總會手球委員會主委
桃園戰神MARS女子足球隊總領隊
啟英高中兼任教師"
桃園市,7,邱仁德,12,男,1971-04-13T00:00:00Z,51,無,0,NULL,y,表叔是曾任桃園市議員的王浩宇,無,無,信義里里長,曾任「罷免王浩宇」執行長
桃園市,7,吳嘉和,15,男,1963-11-17T00:00:00Z,59,中國國民黨,1,y,y,無,無,無,"曾任1屆議員
2018年當選議員
曾任4屆市民代表、3屆代表會主席
曾任朱立倫中壢競選總部總幹事
曾任桃園縣政府縣政顧問",無
桃園市,7,李荳芽,7,女,1978-04-03T00:00:00Z,44,小民參政歐巴桑聯盟,0,NULL,y,無,無,無,無,"台灣親子共學教育促進會桃園區兒童人權小組召集人
從事空間設計"
桃園市,7,謝克洋,3,男,1993-10-04T00:00:00Z,29,中國國民黨,0,NULL,y,"父親是金華里里長謝岩介
伯父是台南市議員謝龍介",無,無,"曾任立委吳志揚辦公室助理
曾任立委魯明哲辦公室法案助理",無
桃園市,8,楊家俍,7,男,1980-04-13T00:00:00Z,42,民主進步黨,2,y,y,無,無,無,"曾任2屆議員
2018年當選議員
曾任民進黨中央黨部發言人
曾任行政院長蘇貞昌機要秘書","曾任桃園社區營造協會理事長、桃園東勢庄文化協會理事長
桃園市啦啦隊協會理事長、桃園市體育會籃球委員會主委、棒球委員會副主委"
桃園市,8,高宇彥,4,男,1972-11-20T00:00:00Z,50,無,0,NULL,y,無,無,無,曾任國民黨新竹市黨部書記長,"於國民黨黨內初選時退黨，以無黨籍參選
擁有地政士執照
中華民國口腔衛生師立法促進會理事長"
桃園市,8,曾姸潔,6,女,1979-03-06T00:00:00Z,43,台灣民眾黨,0,NULL,y,無,無,無,曾任職於桃園市政府建築管理處,曾任國立台北科技大學專案助理教授
桃園市,8,劉仁照,9,男,1981-01-26T00:00:00Z,41,民主進步黨,2,y,y,父親是3屆平鎮市市民代表劉國榮,無,無,"曾任2屆議員
2018年當選議員
曾任民進黨桃園市黨部評委召集人","平南同濟會會長
電競委員會主委"
桃園市,8,王珮毓,12,女,1982-01-10T00:00:00Z,40,民主進步黨,0,NULL,y,母親是廣興里長溫秀英,無,無,"曾任平鎮市民代表
曾任鄭文燦競選辦公室主任、蔣絜安平鎮競選總部主任
曾任桃園市文化局秘書、市府參議、社區營造中心主任、桃園市府副發言人等
桃園市政府市政顧問","曾擔任國小教師
現任桃園市職業總工會理事、桃園市美容業職業工會理事長"
桃園市,8,黃敬平,3,男,1973-11-15T00:00:00Z,49,中國國民黨,2,y,y,無,無,無,"曾任2屆議員
2018年當選議員
曾任立委吳志揚、陳學聖秘書","電視名嘴
曾任《台灣蘋果日報》等報社記者"
桃園市,8,陳韋曄,10,男,1989-05-21T00:00:00Z,33,中國國民黨,0,NULL,y,"母親是國民黨立委呂玉玲
父親是桃園市議員陳萬得",無,無,"曾任國民黨青工會總會長
曾任桃園市部黨副主委",無
桃園市,8,舒翠玲,8,女,1964-09-13T00:00:00Z,58,中國國民黨,6,y,y,無,涉嫌以人頭詐領助理費980萬餘元，於2020年底遭起訴。[https://www.cna.com.tw/news/asoc/202012240196.aspx],涉嫌以人頭詐領助理費980萬餘元，於2020年底遭起訴。[https://www.cna.com.tw/news/asoc/202012240196.aspx],"曾任6屆議員
2018年當選議員
曾任平鎮市市民代表",無
桃園市,8,劉邦鉉,1,男,1968-07-21T00:00:00Z,54,無,3,NULL,y,堂哥是前桃園縣長劉邦友,無,無,"曾任3屆縣議員
桃園市議會的無黨籍發言人","曾任桃園縣劉姓青年會總幹事
過去曾以國民黨、無黨、民進黨籍身份參選
樁腳買票／一審判6個月"
桃園市,8,陳羽凡,11,女,1978-01-25T00:00:00Z,44,中國國民黨,0,NULL,y,無,無,無,無,"由韓國瑜、張善政推薦
曾任中華大學企管系兼任助理教授"
桃園市,8,黃永欽,5,男,1990-07-07T00:00:00Z,32,綠黨,0,NULL,y,無,無,無,無,曾任軟體工程師、國中小教師
桃園市,8,朱哲成,2,男,1989-02-05T00:00:00Z,33,時代力量,0,NULL,y,無,無,無,"曾任立委吳宜臻國會辦公室助理
曾任黃偉哲競總新聞聯絡人及文宣組
曾任行政院中辦副執行長室秘書
曾任民眾黨國會辦公室助理
時代力量平鎮區主任","前民進黨、民眾黨黨員，現為時代力量黨員
曾代表民眾黨參選2020年的苗栗縣立委，未當選"
桃園市,9,蕭立妍,1,女,1979-11-09T00:00:00Z,43,民主進步黨,0,NULL,y,無,無,無,曾任多位立委、議員助理,"網路作家艾薇蕭
曾在治平高中任教
葳逸整合行銷有限公司負責人"
桃園市,9,張清俊,4,男,1985-06-09T00:00:00Z,37,台灣民眾黨,0,NULL,y,無,無,無,民眾黨發言人,曾為《東森新聞》記者
桃園市,9,鄭淑方,5,女,1972-02-25T00:00:00Z,50,民主進步黨,1,y,y,姨丈是曾任3屆議員、2屆鎮民代表的張火爐,無,無,"曾任1屆議員
2018年當選議員
曾任楊梅市市民代表
曾任民進黨桃園市黨部執委、評委
曾任議員張火爐服務處主任",無
桃園市,9,周玉琴,2,女,1958-05-14T00:00:00Z,64,中國國民黨,5,y,y,無,無,無,"曾任5屆議員
2018年當選議員
曾任連戰、宋楚瑜楊梅鎮競選服務處總幹事",無
桃園市,9,涂權吉,3,男,1970-08-04T00:00:00Z,52,中國國民黨,1,y,y,無,無,無,"曾任1屆議員
2018年當選議員
曾任立委廖正井楊梅服務處助理
曾任立委吳志揚楊梅區秘書","楊梅區體育會慢壘委員會主委
曾任桃園市青年志工服務協會第19屆總會長"
桃園市,9,李家興,6,男,1957-06-10T00:00:00Z,65,無,6,y,y,無,無,無,"曾任6屆議員
2018年當選議員
曾任2屆楊梅鎮鎮民代表
桃園縣勞資調解委員",無
桃園市,10,張肇良,5,男,1964-09-30T00:00:00Z,58,民主進步黨,3,NULL,y,父親是曾任省議員、民進黨桃園縣黨部主委的張貴木,"偽造私文書，遭判6月確定。[https://bit.ly/3DPeRr4] 
指使員工以遺失向銀行掛失止付支票，要求追查侵占，犯誣告罪遭判3月確定。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TYDM%2c102%2c%e5%af%a9%e6%98%93%2c678%2c20130531%2c1&ot=in] 
以人頭詐領補助費，犯使公務員登載不實罪，遭判2年10月確定。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHM%2c109%2c%e4%b8%8a%e8%a8%b4%2c889%2c20200805%2c1&ot=in]","行使偽造私文書，足以生損害於他人，遭判6月確定。[https://bit.ly/3DPeRr4]
 指使員工以遺失向銀行掛失止付支票，要求追查侵占，犯未指定犯人誣告罪，遭判3月確定。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TYDM%2c102%2c%e5%af%a9%e6%98%93%2c678%2c20130531%2c1&ot=in]
 以人頭詐領補助費，法院認定係不實申報。犯使公務員登載不實罪，遭判2年10月確定。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHM%2c109%2c%e4%b8%8a%e8%a8%b4%2c889%2c20200805%2c1&ot=in]","曾任3屆議員
曾任民進黨黨代表
曾擔任桃園市政府的顧問",無
桃園市,10,林昭賢,2,男,1978-04-24T00:00:00Z,44,中國國民黨,1,y,y,父親是曾任3屆議員、2屆龍潭鄉鄉長的林忠正,無,無,"曾任1屆議員
2018年當選議員
曾任議員閻中傑秘書
曾任龍潭區後備軍人輔導中心副主任、秘書",曾任龍潭區上林里福德宮管委會總幹事
桃園市,10,徐玉樹,4,男,1964-11-22T00:00:00Z,58,中國國民黨,2,y,y,無,無,無,"曾任2屆議員
2018年當選議員
曾任2屆龍潭鄉鄉民代表副主席
曾任國民黨黨部副主委","龍潭區體育會籃球委員會主委
桃園市體育會龍舟委員會主委"
桃園市,10,劉哲夫,3,男,1981-03-19T00:00:00Z,41,無,0,NULL,y,無,無,無,無,挺鄭寶清
桃園市,10,劉熒隆,1,男,1973-10-04T00:00:00Z,49,中國國民黨,1,y,y,無,無,無,"曾任1屆議員
2018年當選議員
曾任立委呂玉玲國會助理",無
桃園市,11,陳睿生,2,男,1981-06-15T00:00:00Z,41,民主進步黨,0,NULL,y,父親是曾任新屋鄉鄉長的陳江順,無,無,無,"曾任桃園市政府工商策進會副總幹事
曾任桃園市客家青年會理事長
新屋區體育會理事長"
桃園市,11,邱文威,1,男,1994-08-22T00:00:00Z,28,無,0,NULL,y,父親是曾任議員的邱佳亮,無,無,立委黃世杰秘書,無
桃園市,12,郭蔡美英,5,女,1953-02-15T00:00:00Z,69,民主進步黨,1,遞補當選,y,"丈夫是曾任3屆立委、議員、3屆觀音鄉鄉長的郭榮宗
兒子是經濟發展局局長郭裕信
侄女是本屆第4選區議員參選人郭麗華",無,無,"曾任1屆縣議員
曾任桃園市政府機要秘書
民主進步黨觀音區黨部主委",無
桃園市,12,吳進昌,4,男,1965-04-20T00:00:00Z,57,中國國民黨,0,NULL,y,無,無,無,樹林里里長,樹林社區發展協會執行長
桃園市,12,戴兆華,6,男,1980-09-30T00:00:00Z,42,無,0,NULL,y,無,無,無,無,"工程師
曾是搶救大潭藻礁行動聯盟成員"
桃園市,12,許更生,1,男,1979-11-09T00:00:00Z,43,無,0,NULL,y,無,無,無,無,無
桃園市,12,吳宗憲,3,男,1959-01-17T00:00:00Z,63,民主進步黨,4,y,y,無,無,無,"曾任4屆議員
2018年當選議員
曾任觀音鄉鄉民代表",無
桃園市,12,江承洲,2,男,1985-11-02T00:00:00Z,37,無,0,NULL,y,無,"酒駕肇事，酒精濃度達每公升1.25毫克，犯不能安全駕駛動力交通工具罪，遭判4月確定。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TYDM,110%2c%e5%a3%a2%e4%ba%a4%e7%b0%a1%2c519%2c20210320%2c1]","服用酒類後貿然駕駛自用小客車上路因而肇事，警據報到場處理後，測得吐氣所含酒精濃度達每公升1.25毫克。犯不能安全駕駛動力交通工具罪，遭判4月確定。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TYDM,110%2c%e5%a3%a2%e4%ba%a4%e7%b0%a1%2c519%2c20210320%2c1]","立委吳志揚服務處秘書
曾任國民黨觀音區黨部青年委員",經營「江江看觀音」youtube頻道
桃園市,13,林志強,1,男,1974-10-28T00:00:00Z,48,民主進步黨,2,y,y,無,無,無,"曾任2屆議員
2018年當選議員
曾任3屆大溪鎮鎮民代表
曾任立委陳瑩國會辦公室總督導",曾任台灣原社副秘書長
桃園市,13,陳姿伶 Amuy．Muwakay,6,女,1960-01-15T00:00:00Z,62,中國國民黨,1,y,y,丈夫是立委廖國棟,無,無,"曾任1屆議員
2018年當選議員
曾任立委廖國棟辦公室主任","阿美族
麻醉護理專業，早年投入後山醫護服務
曾任中華民國原住民知識經濟發展協會理事
台灣原住民族企業人協會理事長"
桃園市,13,王仙蓮,5,女,1966-10-21T00:00:00Z,56,中國國民黨,1,y,y,"丈夫是曾任議員的蘇志強
兒子是第14選區參選人蘇偉恩",無,無,"曾任1屆議員
2018年當選議員
曾任中壢市市民代表
曾任職於桃園縣政府原住民行政局",無
桃園市,13,楊進福,2,男,1957-01-01T00:00:00Z,65,無,2,y,y,無,無,無,"曾任2屆議員
2018年當選議員
曾任2屆龜山鄉鄉民代表",無
桃園市,13,林春蘭,4,女,1970-01-01T00:00:00Z,52,親民黨,0,NULL,y,無,無,無,議員吳春芳助理,"阿美族
桃園市觀音區原住民協進會主席
桃園市意志力文化體育發展協會理事長
中華樂齡體適能指導老師"
桃園市,13,張秀菊,3,女,1965-06-07T00:00:00Z,57,無,0,NULL,y,無,無,無,無,原住民仙島部落發展協會理事
桃園市,13,蔡惠蘭,7,女,1973-07-02T00:00:00Z,49,台灣維新,0,NULL,y,無,無,無,無,"曾任《原住民廣播電台》主持人
河岸崁部落「就地居住」發言人
曾名列台灣維新2020年的不分區立委第4順位，未當選"
桃園市,14,蘇偉恩,3,男,1995-02-28T00:00:00Z,27,無,0,NULL,y,"父親是曾任議員的蘇志強
母親是曾任議員、本次第13選區參選人的王仙蓮",無,無,無,泰雅族
桃園市,14,邱志成,4,男,1973-12-04T00:00:00Z,49,民主進步黨,0,NULL,y,無,無,無,"立法委員伍麗華國會辦公室助理
曾任桃園縣政府原住民行政局就服員
曾任原住民族委員會就業服務督導",無
桃園市,14,陳瑛,7,女,1967-06-20T00:00:00Z,55,中國國民黨,3,y,y,無,無,無,"曾任3屆議員
2018年當選議員
曾任復興鄉鄉民代表",無
桃園市,14,周星文,2,男,1964-01-10T00:00:00Z,58,無,0,NULL,y,無,無,無,前復興區公所機要秘書,"泰雅族
曾任陸軍上校政戰主任"
桃園市,14,簡志偉,5,男,1978-06-17T00:00:00Z,44,中國國民黨,1,y,y,父親是3屆立委簡東明,無,無,"曾任1屆議員
2018年當選議員
曾任立委簡東明國會辦公室主任
曾是駐紐約台北經濟文化辦事處專員
曾是聯合國原住民族議題常設論壇觀察員",無
桃園市,14,歐蜜．偉浪,1,男,1963-10-10T00:00:00Z,59,無,0,NULL,y,無,無,無,"總統府原轉會委員
曾任國會助理
曾任原民員會主委機要秘書及參事","桃園泰雅族牧師
曾名列民進黨2020年的不分區立委第15順位，未當選
台灣基督長老教會總會原住民族宣教委員會教會總幹事"
桃園市,14,湯宏鈞,6,男,1991-11-25T00:00:00Z,31,無,0,NULL,y,無,"公司申請設立登記時對股東應收之股款未確實收足，犯《公司法》之未繳納股款罪，遭判3月，緩刑2年確定。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TYDM,110%2c%e5%af%a9%e5%8e%9f%e7%b0%a1%2c18%2c20210616%2c1]","明知公司申請設立登記時，對股東應收之股款應確實收足，股東並未實際繳納，利用不正當方法，致使不實結果，犯公司法第九條第一項前段之未繳納股款罪，遭判3月，緩刑2年確定。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TYDM,110%2c%e5%af%a9%e5%8e%9f%e7%b0%a1%2c18%2c20210616%2c1]",無,無
台中市,1,施志昌,2,男,1984-04-04T00:00:00Z,38,民主進步黨,1,y,y,無,無,無,"2018年當選議員
曾任1屆議員
曾任立法院副院長蔡其昌特助
曾任民進黨全國黨代表",無
台中市,1,吳敏濟,4,男,1956-07-06T00:00:00Z,66,民主進步黨,3,y,y,無,無,無,"2018年當選議員
曾任3屆議員
曾任2屆鎮民代表
曾任立法院國會助理",無
台中市,1,李文傑,1,男,1976-04-22T00:00:00Z,46,中國國民黨,0,n,y,父親是3屆議員李榮鴻,無,無,曾任議員李榮鴻特助,無
台中市,1,楊啓邦,3,男,1979-12-26T00:00:00Z,43,中國國民黨,0,n,y,父親是6屆議員、2屆大甲鎮鎮民代表楊永昌,無,無,曾任議員楊永昌特助,2018年落選後曾任台中市民政局專員
台中市,2,王立任,4,男,1969-06-11T00:00:00Z,53,民主進步黨,0,n,y,無,無,無,"曾任1屆議員
曾任立委蔡其昌辦公室主任
曾任民進黨台中市黨部執委",無
台中市,2,楊典忠,6,男,1960-11-21T00:00:00Z,62,民主進步黨,3,y,y,無,無,無,"2018年當選議員
曾任3屆議員
曾任民進黨全國黨代表
曾任立委林豐喜助理",無
台中市,2,尤碧鈴,3,女,1949-06-26T00:00:00Z,73,無,5,y,y,父親是228事件受難者、9屆縣議員、2屆鎮民代表尤世景,"因樁腳買票賄選案，遭判當選無效。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCHV,108%2c%e9%81%b8%e4%b8%8a%2c30%2c20191231%2c1]","因樁腳買票賄選案，遭判當選無效。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCHV,108%2c%e9%81%b8%e4%b8%8a%2c30%2c20191231%2c1]","2018年當選議員
曾任5屆議員
曾任2屆梧棲鎮鎮長",國中教師資歷25年
台中市,2,顏莉敏,8,女,1984-09-07T00:00:00Z,38,中國國民黨,2,y,y,"父親是大甲鎮瀾宮基金會董事長、前立委顏清標
哥哥是前立委顏寬恒
叔叔是三鹿里里長顏清通",無,無,"2018年當選議員
曾任2屆議員
曾任立委顏寬恒特別助理",無
台中市,2,紀金豐,7,男,1957-02-04T00:00:00Z,65,無,0,n,y,無,無,無,無,"清水在地唱片行業者
因違紀參選遭民進黨開除黨籍"
台中市,2,張清照,5,男,1963-02-07T00:00:00Z,59,中國國民黨,2,y,y,哥哥是6屆議員、3屆議長張清堂,無,無,"2018年當選議員
曾任2屆議員、副議長
曾任張清堂議長特助",無
台中市,2,陳廷秀,1,男,1961-12-26T00:00:00Z,61,無,1,y,y,無,無,無,"2018年當選議員
曾任1屆議員
曾任梧棲區區長、梧棲鎮鎮長",2020年曾與台灣民眾黨立委高虹安成立聯合服務處
台中市,2,陳怡萱,2,女,1989-03-13T00:00:00Z,33,"小民參政歐巴
 桑聯盟",0,n,y,無,無,無,小民參政歐巴桑聯盟台中黨部主任,無
台中市,2,陳奇勲,9,男,1952-08-01T00:00:00Z,70,無,0,n,n,無,無,無,無,台中沙鹿耆老
台中市,3,林昊佑,1,男,1993-09-01T00:00:00Z,29,無,0,n,y,父親是1屆議員、2屆大肚鄉鄉長、2屆大肚鄉鄉民代表林汝洲,無,無,曾任議員林汝洲特助,無
台中市,3,曾威,2,男,1986-04-24T00:00:00Z,36,民主進步黨,0,n,n,無,無,無,曾任議員陳世凱助理、服務處執行長,無
台中市,3,陳玄曄,6,男,1979-09-19T00:00:00Z,43,無,0,n,y,堂弟是前立委陳柏惟,"因酒駕犯公共危險罪，遭判刑3月確定。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSDM,105%2c%e4%ba%a4%e7%b0%a1%2c5051%2c20170113%2c1]","因酒駕犯公共危險罪，遭判刑3月確定。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSDM,105%2c%e4%ba%a4%e7%b0%a1%2c5051%2c20170113%2c1]",曾任立委陳柏惟服務處特助,無
台中市,3,張家銨,5,女,1983-06-25T00:00:00Z,39,民主進步黨,1,y,y,無,無,無,"2018年當選議員
曾任1屆議員
曾任議員劉淑蘭服務團隊執行長
曾任台中市長室秘書
曾任民進黨台中市黨部副執行長",乾媽是3屆議員、龍井鄉民代表劉淑蘭
台中市,3,宋柏誼,4,男,1983-08-17T00:00:00Z,39,無,0,n,n,無,無,無,無,前《聯合報》記者
台中市,3,吳瓊華,9,女,1969-12-01T00:00:00Z,53,中國國民黨,4,y,y,"丈夫是台中市議會秘書長、2屆議員陳健楷
公公是2屆議員、前議長張清堂機要秘書陳忠順",無,無,"2018年當選議員
曾任4屆議員
曾任烏日鄉鄉民代表",無
台中市,3,林孟令,3,男,1973-08-22T00:00:00Z,49,無,1,y,y,父親是2屆議長、2屆副議長、2屆龍井鄉鄉長、代表會主席林士昌,無,無,"2018年當選議員
曾任1屆議員
曾任龍井鄉鄉民代表
曾任議員林士昌服務處特助",無
台中市,3,魏嘉慶,7,男,1973-01-03T00:00:00Z,49,台灣民眾黨,0,n,y,無,無,無,無,"大肚山改善空污協會理事長
魏嘉慶全家診所院長"
台中市,3,楊文元,8,男,1980-11-29T00:00:00Z,42,無,0,n,y,無,無,無,無,刪Q罷免案提案人
台中市,4,陳清龍,10,男,1965-03-29T00:00:00Z,57,無,5,y,y,妻子是曾任豐原市民代表的連小華,無,無,"2018年當選議員
曾任5屆議員
曾任立委馮定國團隊助理",無
台中市,4,陳若庭,1,女,1985-09-09T00:00:00Z,37,台灣基進,0,n,y,無,無,無,"曾任議員高基讚助理
曾任立委洪慈庸辦公室主任",無
台中市,4,謝志忠,6,男,1969-04-06T00:00:00Z,53,民主進步黨,4,y,y,無,無,無,"2018年當選議員
曾任4屆議員
曾任立委邱太三服務處主任",曾任央行政院、經濟部水利署、省府機要秘書
台中市,4,廖芝晏,4,女,1989-06-06T00:00:00Z,33,民主進步黨,0,n,y,無,無,無,"曾任市長林佳龍辦公室特助
曾任民進黨台中市黨代表
曾任民進黨全國黨代表",無
台中市,4,邱愛珊,7,女,1976-05-17T00:00:00Z,46,中國國民黨,0,n,y,丈夫為前豐原市代會副主席魏隆琪,無,無,無,無
台中市,4,陳本添,2,男,1957-09-09T00:00:00Z,65,中國國民黨,5,y,y,無,無,無,"2018年當選議員
曾任5屆議員
曾任立委徐中雄服務處主任",無
台中市,4,張瀞分,3,女,1943-01-21T00:00:00Z,79,中國國民黨,2,y,y,無,無,無,"2018年當選議員
曾任7屆議員
曾任豐原市市長、區長
曾任國民黨台中市黨部副主委",台中縣議會第10至15屆議員（1982起）
台中市,4,蔡怡萱,11,女,1995-10-25T00:00:00Z,27,無,0,n,y,無,無,無,無,父親是豐原區農會總幹事蔡森揚
台中市,4,傅智恒,8,男,1987-04-29T00:00:00Z,35,時代力量,0,n,y,無,無,無,時代力量台中市黨部后豐區主任,曾任教育部青年諮詢委員
台中市,4,翁美春,5,女,1963-02-14T00:00:00Z,59,無,3,n,y,無,無,無,"曾任3屆議員
曾任民進黨全國黨代表",退出民進黨參選
台中市,4,黃朝淵,9,男,1973-12-19T00:00:00Z,49,無,0,n,y,無,無,無,曾代表親民黨參選台中市立委,"曾任台中市長盧秀燕競選總部後援會會長
《警政時報》副社長"
台中市,5,張睿倉,12,男,1984-09-29T00:00:00Z,38,台灣民眾黨,0,n,y,無,無,無,"曾任議員陳清龍助理
曾任吳顯森服務處祕書
曾任大雅區上雅里里長
曾代表民眾黨參選台中市立委",無
台中市,5,吳呈賢,11,男,1984-09-16T00:00:00Z,38,中國國民黨,0,n,y,父親是3屆議員、大雅鄉1屆鄉長、2屆鄉民代表吳顯森,無,無,曾任議員吳顯森服務處處長,無
台中市,5,林義偉,5,男,1984-01-27T00:00:00Z,38,民主進步黨,0,n,n,無,因酒駕犯公共危險罪，遭判刑4月確定。 [https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDM%2c111%2c%e4%b8%ad%e4%ba%a4%e7%b0%a1%2c1904%2c20220928%2c1&ot=in],因酒駕犯公共危險罪，遭判刑4月確定。 註：酒駕後宣布退黨；惟本次中選會參選資訊仍是民進黨[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDM%2c111%2c%e4%b8%ad%e4%ba%a4%e7%b0%a1%2c1904%2c20220928%2c1&ot=in],"曾任立法院副院長蔡其昌特助
曾任立委蔡其昌．何欣純／議員謝志忠聯合服務處主任
曾任台灣新社會智庫主任",因酒駕退黨、退出選舉
